"Question","Correct_Answer","Distractor1","Distractor2","Distractor3","Distractor4","Distractor5","Distractor6","Distractor7","Distractor8"
"¿Cuál fue la cultura madre de la civilización mesoamericana?","Olmeca","Maya","Azteca","Zapoteca","Tolteca","Teotihuacana","Mixteca","Purépecha","Huasteca"
"¿Qué ciudad floreció en el Valle de México tras el abandono de Cuicuilco?","Teotihuacán","Tenochtitlan","Tlatelolco","Texcoco","Chalco","Xochimilco","Azcapotzalco","Tacuba"
"¿Cómo se llama el terreno construido sobre las lagunas del valle de México que sirvió de base al sistema productivo del altiplano central?","Chinampa","Terrazas","Milpa","Calmecac","Telpochcalli","Altepetl","Calpulli","Pochteca"
"¿En qué año fue la caída de México-Tenochtitlan?","1521","1519","1520","1522","1523","1518","1524","1525"
"Nombre del conquistador que derrotó al imperio mexica:","Hernán Cortés","Francisco Pizarro","Diego Velázquez","Pedro de Alvarado","Cristóbal Colón","Vasco Núñez de Balboa","Francisco Vázquez de Coronado","Hernando de Soto"
"¿Quién fue la traductora que resultó fundamental para la comunicación entre españoles y mexicas durante la Conquista?","La Malinche","Pocahontas","Anacaona","Ixchel","Itzel","Xóchitl","Citlali","Itzamná"
"¿Cuál fue la actividad económica más importante de la Nueva España?","La minería","La agricultura","La ganadería","El comercio","La pesca","La artesanía","La manufactura textil","El cultivo de caña"
"¿Cuál fue el principal puerto comercial de la Nueva España en el Océano Atlántico?","Veracruz","Acapulco","Tampico","Campeche","Puerto Vallarta","Mazatlán","Manzanillo","Coatzacoalcos"
"¿Cuál fue la máxima autoridad en la Nueva España?","El Virrey","El Capitán General","El Gobernador","El Alcalde Mayor","El Corregidor","El Intendente","El Presidente","El Visitador"
"Nombre de la poetisa y escritora más importante de la época novohispana:","Sor Juana Inés de la Cruz","Santa Teresa de Jesús","Catalina de Erauso","María de Zayas","Ana Caro","Leonor López de Córdoba","Cristobalina Fernández","Isabel de Villena"
"El estilo arquitectónico que predominó en la Nueva España durante el siglo XVIII fue el:","Barroco","Gótico","Renacentista","Neoclásico","Mudéjar","Plateresco","Churrigueresco","Románico"
"¿Cómo se llamaba la forma de gobierno que tuvo México como colonia española?","Virreinato","Capitanía General","Reino","Audiencia","Presidencia","Intendencia","Gobernación","Encomienda"
"Los hijos de españoles nacidos en la Nueva España eran llamados:","Criollos","Mestizos","Mulatos","Peninsulares","Indígenas","Zambos","Castizos","Cholos"
"¿Quién fue el iniciador de la Guerra de Independencia de México?","Miguel Hidalgo y Costilla","José María Morelos","Ignacio Allende","Josefa Ortiz de Domínguez","Juan Aldama","Mariano Matamoros","Vicente Guerrero","Guadalupe Victoria"
"¿Cuál es la fecha en que se conmemora el inicio de la Independencia de México?","16 de septiembre de 1810","15 de septiembre de 1810","27 de septiembre de 1821","24 de febrero de 1821","5 de mayo de 1862","20 de noviembre de 1910","2 de octubre de 1968","19 de septiembre de 1985"
"¿En qué año llegó a su fin la Guerra de Independencia de México?","1821","1810","1820","1822","1823","1819","1824","1825"
"¿Quién es conocido como el ""Siervo de la Nación""?","José María Morelos y Pavón","Miguel Hidalgo y Costilla","Vicente Guerrero","Ignacio Allende","Guadalupe Victoria","Nicolás Bravo","Mariano Matamoros","Francisco Javier Mina"
"¿Cuál fue el primer emperador de México?","Agustín de Iturbide","Maximiliano de Habsburgo","Moctezuma II","Hernán Cortés","Antonio López de Santa Anna","Benito Juárez","Porfirio Díaz","Vicente Guerrero"
"¿Cuál es el nombre de la corregidora que participó en la conspiración de Querétaro?","Josefa Ortiz de Domínguez","Leona Vicario","María Ignacia Rodríguez","Antonia Nava","Gertrudis Bocanegra","Manuela Medina","Carmen Serdán","Hermila Galindo"
"La primera Constitución de México fue promulgada en el año de:","1824","1814","1836","1843","1857","1917","1812","1821"
"¿Quién fue el primer presidente de México?","Guadalupe Victoria","Agustín de Iturbide","Vicente Guerrero","Nicolás Bravo","Antonio López de Santa Anna","Anastasio Bustamante","Valentín Gómez Farías","Melchor Múzquiz"
"¿Quiénes fueron las mujeres más destacadas en la Independencia de México?","Josefa Ortiz de Domínguez (La Corregidora) y Leona Vicario","Sor Juana Inés de la Cruz y María Félix","Carmen Serdán y Hermila Galindo","Antonia Nava y Gertrudis Bocanegra","María Ignacia Rodríguez y Manuela Medina","Dolores Jiménez y Muro y Elvia Carrillo Puerto","Esperanza Iris y Consuelo Velázquez","María de la Luz Zepeda y Adelina Zendejas"
"¿Quién dijo la frase ""Morir es nada cuando por la patria se muere""?","José María Morelos y Pavón","Miguel Hidalgo y Costilla","Vicente Guerrero","Benito Juárez","Emiliano Zapata","Francisco I. Madero","Venustiano Carranza","Francisco Villa"
"¿Cuál fue la guerra que México sostuvo con Estados Unidos entre 1846 y 1848?","La Guerra de Intervención Estadounidense","La Guerra de Texas","La Guerra de los Pasteles","La Intervención Francesa","La Guerra Cristera","La Revolución Mexicana","La Guerra de Reforma","La Guerra del Pacífico"
"¿Cuál es el nombre del tratado con el que México perdió más de la mitad de su territorio ante Estados Unidos?","Tratado de Guadalupe-Hidalgo","Tratado de Versalles","Tratado de París","Tratado de Velasco","Tratado de Córdoba","Tratado de Iguala","Tratado McLane-Ocampo","Tratado Gadsen"
"La Guerra de los Pasteles fue un conflicto entre México y:","Francia","España","Inglaterra","Estados Unidos","Prusia","Austria","Italia","Portugal"
"La Batalla de Puebla, ocurrida el 5 de mayo de 1862, fue una victoria de México contra:","El ejército francés","El ejército estadounidense","El ejército español","El ejército inglés","El ejército austriaco","El ejército prusiano","El ejército italiano","El ejército confederado"
"¿Quién fue el presidente de México conocido como el ""Benemérito de las Américas""?","Benito Juárez","Miguel Hidalgo","José María Morelos","Guadalupe Victoria","Vicente Guerrero","Sebastián Lerdo de Tejada","Ignacio Comonfort","Juan Álvarez"
"El periodo de gobierno del presidente Porfirio Díaz se conoce como:","El Porfiriato","La República Restaurada","La Reforma","El Maximato","El Cardenismo","El Alemanismo","El Milagro Mexicano","La Década Perdida"
"La frase ""Entre los individuos, como entre las naciones, el respeto al derecho ajeno es la paz"" es de:","Benito Juárez","José María Morelos","Miguel Hidalgo","Vicente Guerrero","Guadalupe Victoria","Valentín Gómez Farías","Melchor Ocampo","Sebastián Lerdo de Tejada"
"El ferrocarril fue una de las obras más importantes durante el gobierno de:","Porfirio Díaz","Benito Juárez","Sebastián Lerdo de Tejada","Manuel González","José de la Cruz Porfirio Díaz","Ignacio Comonfort","Juan Álvarez","Miguel Miramón"
"¿Quién fue el presidente que promulgó las Leyes de Reforma?","Benito Juárez","Ignacio Comonfort","Juan Álvarez","Sebastián Lerdo de Tejada","Valentín Gómez Farías","José María Iglesias","Porfirio Díaz","Manuel González"
"¿En qué período gobernó Porfirio Díaz?","El Porfiriato (1876-1911, con una interrupción de 1880-1884)","1857-1872","1821-1823","1824-1829","1833-1855","1867-1872","1911-1913","1920-1924"
"¿Cuál es la fecha en que se conmemora el inicio de la Revolución Mexicana?","20 de noviembre de 1910","16 de septiembre de 1810","5 de mayo de 1862","24 de febrero de 1821","2 de octubre de 1968","19 de septiembre de 1985","1 de diciembre de 1821","27 de septiembre de 1821"
"El lema de Francisco I. Madero durante su campaña presidencial fue:","Sufragio efectivo, no reelección","Tierra y Libertad","Justicia y Ley","Orden y Progreso","Constitución y Reforma","Patria y Libertad","Democracia y Justicia","Pueblo y Gobierno"
"¿Quién fue el líder revolucionario conocido como el ""Caudillo del Sur""?","Emiliano Zapata","Francisco Villa","Venustiano Carranza","Álvaro Obregón","Pascual Orozco","Felipe Ángeles","Rodolfo Fierro","Tomás Urbina"
"El lema ""Tierra y Libertad"" fue enarbolado por el revolucionario:","Emiliano Zapata","Francisco Villa","Venustiano Carranza","Francisco I. Madero","Álvaro Obregón","Pascual Orozco","Felipe Ángeles","Plutarco Elías Calles"
"¿Quién fue el líder revolucionario que comandó la División del Norte?","Francisco ""Pancho"" Villa","Emiliano Zapata","Venustiano Carranza","Álvaro Obregón","Pascual Orozco","Felipe Ángeles","Rodolfo Fierro","Tomás Urbina"
"¿En qué año se promulgó la Constitución que rige actualmente a México?","1917","1857","1824","1914","1916","1919","1920","1924"
"¿Quién fue el presidente que llevó a cabo la Expropiación Petrolera en 1938?","Lázaro Cárdenas","Plutarco Elías Calles","Álvaro Obregón","Emilio Portes Gil","Pascual Ortiz Rubio","Abelardo L. Rodríguez","Manuel Ávila Camacho","Miguel Alemán Valdés"
"¿Quién fue el fundador de la Secretaría de Educación Pública (SEP)?","José Vasconcelos","Jaime Torres Bodet","Narciso Bassols","Lázaro Cárdenas","Álvaro Obregón","Plutarco Elías Calles","Adolfo Ruiz Cortines","Jesús Reyes Heroles"
"El movimiento estudiantil de 1968 tuvo su culminación en la masacre de:","Tlatelolco","Lecumberri","El Zócalo","Ciudad Universitaria","Santo Tomás","Chapultepec","Xochimilco","Tacubaya"
"¿En qué año México fue sede de los Juegos Olímpicos?","1968","1970","1986","1966","1972","1964","1976","1980"
"El escritor que ganó el Premio Nobel de Literatura en 1990 es:","Octavio Paz","Carlos Fuentes","Juan Rulfo","Elena Poniatowska","José Emilio Pacheco","Rosario Castellanos","Jaime Sabines","Salvador Novo"
"¿En qué año entró en vigor el Tratado de Libre Comercio de América del Norte (TLCAN)?","1994","1992","1993","1995","1996","1991","1997","1990"
"El primer presidente de México que no pertenecía al Partido Revolucionario Institucional (PRI) fue:","Vicente Fox Quesada","Ernesto Zedillo","Carlos Salinas de Gortari","Miguel de la Madrid","José López Portillo","Luis Echeverría","Gustavo Díaz Ordaz","Adolfo López Mateos"
"El sismo que devastó la Ciudad de México ocurrió en el año de:","1985","1957","1979","1973","1986","1980","1982","1988"
"¿Quiénes fueron los principales líderes de la Revolución Mexicana?","Francisco I. Madero, Emiliano Zapata, Francisco Villa, Venustiano Carranza","Benito Juárez, Miguel Hidalgo, José María Morelos, Vicente Guerrero","Porfirio Díaz, Sebastián Lerdo de Tejada, Manuel González, José de la Cruz Porfirio Díaz","Lázaro Cárdenas, Plutarco Elías Calles, Álvaro Obregón, Adolfo de la Huerta","Antonio López de Santa Anna, Anastasio Bustamante, Valentín Gómez Farías, Nicolás Bravo","Guadalupe Victoria, Vicente Guerrero, Nicolás Bravo, Anastasio Bustamante","Ignacio Comonfort, Juan Álvarez, Félix Zuloaga, Miguel Miramón","José López Portillo, Luis Echeverría, Gustavo Díaz Ordaz, Adolfo López Mateos"
"¿Cuántos estados tiene la República Mexicana?","32 (31 estados y la Ciudad de México, que es una entidad federativa)","31","30","33","28","29","34","35"
"¿Cuál es la ley fundamental de México?","La Constitución Política de los Estados Unidos Mexicanos","El Código Civil","Las Leyes de Reforma","El Plan de Iguala","Los Sentimientos de la Nación","El Código Penal","La Ley de Amparo","El Código de Comercio"
"¿Por cuántos años es electo el presidente de México?","6 años","4 años","5 años","8 años","3 años","7 años","10 años","12 años"
"Los tres colores de la bandera mexicana son:","Verde, blanco y rojo","Azul, blanco y rojo","Verde, amarillo y rojo","Rojo, blanco y azul","Negro, rojo y amarillo","Verde, blanco y azul","Amarillo, azul y rojo","Naranja, blanco y verde"
"¿Qué representa el águila real devorando una serpiente sobre un nopal en el escudo nacional?","La fundación de México-Tenochtitlan","La victoria sobre los españoles","La unión de las culturas","El poder del emperador","La conquista de territorios","La sabiduría ancestral","La fuerza militar","El dominio sobre la naturaleza"
"¿Cuáles son los tres poderes de la Unión en México?","Ejecutivo, Legislativo y Judicial","Federal, Estatal y Municipal","Civil, Militar y Eclesiástico","Nacional, Regional y Local","Político, Económico y Social","Público, Privado y Social","Central, Descentralizado y Autónomo","Constitucional, Legal y Reglamentario"
"¿Cuál es la edad mínima para poder votar en México?","18 años","21 años","16 años","25 años","20 años","17 años","19 años","22 años"
"La fecha en que se celebra la Independencia de México es el:","16 de septiembre","15 de septiembre","27 de septiembre","24 de febrero","5 de mayo","20 de noviembre","12 de octubre","2 de octubre"
"La fecha en que se conmemora la Revolución Mexicana es el:","20 de noviembre","16 de septiembre","5 de mayo","24 de febrero","2 de octubre","19 de septiembre","12 de octubre","1 de mayo"
"La fecha en que se conmemora la Batalla de Puebla es el:","5 de mayo","16 de septiembre","20 de noviembre","24 de febrero","2 de octubre","19 de septiembre","12 de octubre","15 de septiembre"
"¿Cuál es el nombre oficial de México?","Estados Unidos Mexicanos","República Mexicana","Federación Mexicana","Nación Mexicana","República Federal de México","Imperio Mexicano","Confederación Mexicana","Unidos Estados de México"
"¿Cuál es el río más largo de México?","Río Bravo","Río Lerma","Río Balsas","Río Grijalva","Río Usumacinta","Río Santiago","Río Pánuco","Río Colorado"
"¿Cuál es el volcán más alto de México?","Pico de Orizaba (Citlaltépetl)","Popocatépetl","Iztaccíhuatl","Nevado de Toluca","Volcán de Colima","La Malinche","Cofre de Perote","Nevado de Colima"
"¿Cuál es la península que se encuentra al sureste de México?","Península de Yucatán","Península de Baja California","Península de Florida","Península Ibérica","Península de California","Península del Golfo","Península Maya","Península Caribeña"
"La Universidad Nacional Autónoma de México (UNAM) fue fundada en el año de:","1910 (refundación como universidad nacional)","1551","1929","1946","1857","1821","1867","1917"
"¿Qué significa la palabra ""México""?","En el ombligo de la luna","Tierra del águila","Valle de los dioses","Casa del sol","Lugar de los guerreros","Reino del jaguar","Monte sagrado","Río de jade"
"¿Cuáles son las entidades federativas que componen la frontera sur de México?","Quintana Roo, Chiapas, Campeche y Oaxaca","Veracruz, Tabasco, Chiapas y Oaxaca","Guerrero, Oaxaca, Chiapas y Campeche","Yucatán, Quintana Roo, Campeche y Tabasco","Chiapas, Oaxaca, Guerrero y Michoacán","Tabasco, Campeche, Yucatán y Quintana Roo","Veracruz, Puebla, Oaxaca y Chiapas","Tamaulipas, Veracruz, Tabasco y Campeche"
"¿Cuál es la capital de México?","Ciudad de México","Guadalajara","Monterrey","Puebla","Toluca","Mérida","León","Tijuana"
"¿Cuáles son los océanos que bordean México?","Océano Pacífico y Océano Atlántico (Golfo de México)","Océano Pacífico y Océano Índico","Océano Atlántico y Océano Ártico","Océano Pacífico y Mar de Cortés","Golfo de México y Mar Caribe","Océano Atlántico y Mar Caribe","Pacífico Norte y Pacífico Sur","Golfo de California y Golfo de México"
"¿Quién fue el compositor del himno nacional mexicano?","Jaime Nunó (música) y Francisco González Bocanegra (letra)","Miguel Lerdo de Tejada","Juventino Rosas","Agustín Lara","José Pablo Moncayo","Carlos Chávez","Silvestre Revueltas","Manuel M. Ponce"
"Pintora mexicana, esposa de Diego Rivera, cuya obra se enfoca en el autorretrato y el sufrimiento.","Frida Kahlo","María Izquierdo","Remedios Varo","Leonora Carrington","Lola Álvarez Bravo","Tina Modotti","Nahui Ollín","Aurora Reyes"
"¿Quién es el muralista mexicano más famoso conocido por obras como ""Sueño de una tarde dominical en la Alameda Central""?","Diego Rivera","José Clemente Orozco","David Alfaro Siqueiros","Juan O'Gorman","Rufino Tamayo","Francisco Eppens","Roberto Montenegro","Jorge González Camarena"
"¿Cuál es el baile popular de la región de Jalisco que se baila en pareja al son del mariachi?","Jarabe tapatío","Danza de los voladores","Son jarocho","Huapango","Danza de los viejitos","Polka norteña","Cumbia","Zapateado"
"¿De qué estado de México es originario el mariachi?","Jalisco","Michoacán","Nayarit","Colima","Guanajuato","Zacatecas","Aguascalientes","Sinaloa"
"¿En qué fechas se celebra el Día de Muertos en México?","1 y 2 de noviembre","31 de octubre y 1 de noviembre","2 y 3 de noviembre","30 y 31 de octubre","1 de noviembre","2 de noviembre","Halloween","Todos los Santos"
"¿Cuál es la bebida alcohólica más representativa de México hecha a base de agave?","Tequila","Mezcal","Pulque","Sotol","Bacanora","Raicilla","Charanda","Tejuino"
"¿Cuál es el deporte nacional de México por excelencia?","La charrería","El fútbol","La lucha libre","El boxeo","El béisbol","El básquetbol","La natación","El atletismo"
"¿Cuál es la comida mexicana que ha sido declarada Patrimonio Cultural Inmaterial de la Humanidad por la UNESCO?","La gastronomía mexicana en su conjunto","Los tacos","El mole poblano","Las tortillas","Los tamales","El pozole","Los chiles en nogada","El chocolate"
"¿Quién fue el actor y comediante mexicano conocido como ""Cantinflas""?","Mario Moreno","Pedro Infante","Jorge Negrete","Tin Tan","Resortes","Clavillazo","Capulina","Chespirito"
"¿Cuál es el nombre del famoso sitio de clavados en Acapulco?","La Quebrada","El Malecón","La Costera","El Zócalo","La Caleta","Pie de la Cuesta","Puerto Marqués","Playa Condesa"
"¿Quién fue el arquitecto mexicano que ganó el Premio Pritzker en 1980?","Luis Barragán","Ricardo Legorreta","Teodoro González de León","Abraham Zabludovsky","Agustín Hernández","Juan O'Gorman","Félix Candela","Mario Pani"
"¿Cuál es la ciudad de Guanajuato famosa por su festival internacional de artes?","Guanajuato (con el Festival Internacional Cervantino)","San Miguel de Allende","León","Celaya","Irapuato","Salamanca","Dolores Hidalgo","Silao"
"El platillo típico de Puebla, que combina chiles, especias, y chocolate, se llama:","Mole poblano","Chiles en nogada","Cemitas poblanas","Chalupas","Molotes","Tinga poblana","Pipián","Adobo poblano"
"¿Quién fue el compositor mexicano autor de ""Bésame Mucho""?","Consuelo Velázquez","Agustín Lara","José Alfredo Jiménez","Juan Gabriel","Armando Manzanero","María Grever","Álvaro Carrillo","Bobby Capó"
"¿Cuál es la ciudad mexicana famosa por su producción de plata?","Taxco (Guerrero)","Zacatecas","Guanajuato","Real de Catorce","Pachuca","Fresnillo","Sombrerete","Bolaños"
"¿Quién fue el fotógrafo mexicano más reconocido a nivel mundial?","Manuel Álvarez Bravo","Nacho López","Héctor García","Rodrigo Moya","Pedro Meyer","Graciela Iturbide","Flor Garduño","Lola Álvarez Bravo"
"¿Cuál es el nombre del cineasta mexicano ganador del Oscar a Mejor Director por ""Roma""?","Alfonso Cuarón","Alejandro González Iñárritu","Guillermo del Toro","Luis Buñuel","Arturo Ripstein","Paul Leduc","Felipe Cazals","Julián Hernández"
"¿Qué es el ""papel picado""?","Un adorno tradicional mexicano hecho de papel de china calado","Un tipo de comida mexicana","Una danza folklórica","Un instrumento musical","Un juego tradicional","Una artesanía de barro","Un bordado típico","Una bebida fermentada"
"¿Quién escribió ""El laberinto de la soledad""?","Octavio Paz","Carlos Fuentes","Juan Rulfo","Elena Poniatowska","José Emilio Pacheco","Rosario Castellanos","Jaime Sabines","Salvador Novo"
"El luchador más famoso de México, conocido por su máscara de plata, fue:","El Santo","Blue Demon","Mil Máscaras","El Solitario","Huracán Ramírez","Gory Guerrero","Ray Mendoza","Cavernario Galindo"
"¿Qué se celebra el 24 de febrero en México?","El Día de la Bandera","El Día de la Constitución","El Día del Ejército","El Día de la Armada","El Día de la Independencia","El Día de la Revolución","El Día Nacional","El Día Patrio"
"¿Cuál es la flor nacional de México?","La Dalia","La Rosa","El Cempasúchil","La Bugambilia","La Nochebuena","El Girasol","La Orquídea","El Tulipán"
"¿Qué animal es considerado sagrado en la cultura maya y es un felino grande de América?","El jaguar","El puma","El ocelote","El lince","El leopardo","El tigre","El león","La pantera"
"¿Quién fue el autor de la novela ""Pedro Páramo""?","Juan Rulfo","Carlos Fuentes","Octavio Paz","Elena Poniatowska","José Emilio Pacheco","Rosario Castellanos","Agustín Yáñez","Mariano Azuela"
"¿Qué son los ""voladores de Papantla""?","Una ceremonia ritual de origen prehispánico","Un baile folklórico","Una comida típica","Un juego tradicional","Una artesanía","Una festividad religiosa","Una danza moderna","Un deporte extremo"
"¿Cuál es el estadio de fútbol más grande de México?","El Estadio Azteca","El Estadio Olímpico Universitario","El Estadio Akron","El Estadio BBVA","El Estadio Jalisco","El Estadio León","El Estadio Cuauhtémoc","El Estadio Corona"
"¿Quién fue el pintor y muralista mexicano conocido como el ""Coronelazo""?","David Alfaro Siqueiros","Diego Rivera","José Clemente Orozco","Juan O'Gorman","Rufino Tamayo","Dr. Atl","Roberto Montenegro","Jorge González Camarena"
"¿Qué celebración mexicana involucra romper una piñata llena de dulces?","Las posadas","El Día de Muertos","La Navidad","El Día de Reyes","Las fiestas patrias","El Grito de Independencia","La Candelaria","El Carnaval"
"¿Cuál es el principal destino turístico de playa en la península de Yucatán?","Cancún","Mérida","Playa del Carmen","Cozumel","Tulum","Isla Mujeres","Progreso","Campeche"
"¿Quién es el personaje principal de la tira cómica ""La Familia Burrón""?","Borola Tacuche de Burrón","Don Regino Burrón","Macuca la Guayaba","Foforito","La Tremebunda","El Tejocote","Susanita","Mafalda"
"¿En qué estado de la República se encuentra el sitio arqueológico de Monte Albán?","Oaxaca","Chiapas","Yucatán","Veracruz","Guerrero","Puebla","Michoacán","Campeche"
"¿Qué es el Cempasúchil?","La flor tradicional del Día de Muertos","Una comida típica","Una danza folklórica","Un instrumento musical","Una artesanía","Una bebida tradicional","Un animal sagrado","Un ritual prehispánico"
"¿Cómo se le llama a la música popular del norte de México que utiliza acordeón y bajo sexto?","Música norteña","Mariachi","Son jarocho","Huapango","Ranchera","Banda","Cumbia","Bolero"
"¿Quién escribió ""El llano en llamas"" y ""Pedro Páramo""?","Juan Rulfo","Carlos Fuentes","Octavio Paz","Agustín Yáñez","Mariano Azuela","Elena Poniatowska","José Revueltas","Rosario Castellanos"
"¿Quién escribió ""La noche de Tlatelolco""?","Elena Poniatowska","Rosario Castellanos","Elena Garro","Margo Glantz","Carmen Boullosa","Ángeles Mastretta","Laura Esquivel","Esther Seligson"
"¿Cuáles son algunas obras famosas de Elena Poniatowska?","Hasta no verte Jesús mío, La noche de Tlatelolco, Nada nadie. Las voces del temblor","Pedro Páramo, El llano en llamas","La muerte de Artemio Cruz, Aura","El laberinto de la soledad, Piedra de sol","Balún Canán, Ciudad Real","Arráncame la vida, Mal de amores","Como agua para chocolate, La ley del amor","Los recuerdos del porvenir, La semana de colores"
"¿Cómo es la educación en México según la Constitución?","Obligatoria, laica y gratuita","Privada, religiosa y pagada","Opcional, confesional y gratuita","Obligatoria, religiosa y gratuita","Privada, laica y pagada","Opcional, laica y pagada","Obligatoria, mixta y pagada","Federal, estatal y municipal"
"¿Cuáles son los símbolos patrios de México?","La Bandera, el Escudo Nacional y el Himno Nacional","La Constitución, la Bandera y el Escudo","El Himno, la Constitución y el Escudo","La Bandera, el Himno y la Constitución","El Escudo, el Águila y la Serpiente","La Bandera, el Águila y el Nopal","El Himno, los Colores y el Escudo","Los Tres Poderes, la Bandera y el Himno"
"¿Cuál es el idioma oficial de México?","Español (aunque México es multilingüe con 68 lenguas indígenas reconocidas)","Náhuatl","Maya","Zapoteco","Mixteco","Otomí","Purépecha","Totonaco"
"¿Cada cuántos años se elige al Presidente de México?","Cada 6 años (sexenio)","Cada 4 años","Cada 5 años","Cada 3 años","Cada 8 años","Cada 7 años","Cada 2 años","Cada 10 años"
"¿Cuáles son los tres poderes del gobierno mexicano?","Poder Ejecutivo, Poder Legislativo y Poder Judicial","Poder Federal, Poder Estatal y Poder Municipal","Poder Civil, Poder Militar y Poder Eclesiástico","Poder Nacional, Poder Regional y Poder Local","Poder Constitucional, Poder Legal y Poder Reglamentario","Poder Público, Poder Privado y Poder Social","Poder Central, Poder Descentralizado y Poder Autónomo","Poder Político, Poder Económico y Poder Social"
"¿Qué presidente tomó como lema la ""apertura democrática"" con el fin de legitimar su gobierno?","Luis Echeverría","Gustavo Díaz Ordaz","José López Portillo","Miguel de la Madrid","Carlos Salinas de Gortari","Ernesto Zedillo","Vicente Fox","Felipe Calderón"
"¿En qué año fue la primera elección federal en la que se permitió la presencia de observadores internacionales en México?","1994","1988","1982","1976","2000","1970","1964","2006"
"¿En 1989, Ernesto Ruffo Appel se convirtió en el primer gobernador de un partido de oposición en qué estado?","Baja California","Sonora","Chihuahua","Nuevo León","Jalisco","Guanajuato","Yucatán","Sinaloa"
"¿Qué ente político postuló la candidatura de Cuauhtémoc Cárdenas a la presidencia en 1988?","Frente Democrático Nacional","Partido de la Revolución Democrática","Partido Acción Nacional","Partido Revolucionario Institucional","Partido Auténtico de la Revolución Mexicana","Partido Popular Socialista","Partido del Frente Cardenista","Corriente Democrática"
"¿Qué son los alebrijes?","Criaturas fabulosas que solo existen en la imaginación, artesanías mexicanas de colores vibrantes","Instrumentos musicales prehispánicos","Danzas rituales aztecas","Comidas típicas oaxaqueñas","Textiles bordados","Cerámicas de Talavera","Máscaras ceremoniales","Joyas de plata"
"¿Cuándo se celebra el Día de Muertos?","1 y 2 de noviembre","31 de octubre y 1 de noviembre","30 de octubre y 1 de noviembre","2 y 3 de noviembre","Solo el 2 de noviembre","Solo el 1 de noviembre","Durante todo noviembre","En Halloween"
"¿Qué es el Día de la Independencia en México?","16 de septiembre (Grito de Independencia)","27 de septiembre (Consumación)","24 de febrero (Día de la Bandera)","5 de mayo (Batalla de Puebla)","20 de noviembre (Revolución)","15 de septiembre (Víspera)","12 de octubre (Día de la Raza)","19 de septiembre (Sismos)"
"¿Qué se celebra el 5 de mayo?","La Batalla de Puebla (1862)","La Independencia de México","La Revolución Mexicana","El Día de la Constitución","El Día de la Bandera","La Expropiación Petrolera","El Día del Trabajo","El Día de la Raza"
"¿Cuáles son algunos platillos típicos mexicanos?","Tacos, mole, pozole, chiles en nogada, tamales","Paella, gazpacho, tortilla española","Pizza, pasta, risotto","Sushi, ramen, tempura","Hamburguesas, hot dogs, barbacoa","Croissant, baguette, quiche","Curry, biryani, samosas","Fish and chips, roast beef"
"¿Qué bebida tradicional se hace con cacao?","Chocolate (bebida de origen prehispánico)","Café","Té","Pulque","Atole","Tepache","Agua de jamaica","Horchata"
